id,name,launch_date,cores,threads,bus_speed,base_frequency,turbo_frequency,cache_size,max_memory_size,max_temp
934,Intel Core i5-1135G7,8/1/2020,4,8,4,,4200,8192,67108864,100
935,Intel Core i5-1145GRE,8/1/2020,4,8,4,1500,4100,8192,67108864,100
936,Intel Core i5-1145G7E,8/1/2020,4,8,4,1500,4100,8192,67108864,100
937,Intel Pentium Silver A1030,8/1/2020,2,2,,2000,,4096,8388608,105
938,Intel Core i9-10850K,8/1/2020,10,20,8,3600,5200,20480,134217728,100
939,Intel Core i9-10910,8/1/2020,10,20,8,3600,5000,20480,134217728,100
940,Intel Core i7-1165G7,8/1/2020,4,8,4,,4700,12288,67108864,100
941,Intel Core i7-1185G7,8/1/2020,4,8,4,,4800,12288,67108864,100
942,Intel Core i7-1165G7,8/1/2020,4,8,4,,4700,12288,67108864,100
943,Intel Core i7-1185G7E,8/1/2020,4,8,4,1800,4400,12288,67108864,100
944,Intel Core i7-1185GRE,8/1/2020,4,8,4,1800,4400,12288,67108864,100
945,Intel Celeron G5905,8/1/2020,2,2,8,3500,,4096,134217728,100
946,Intel Core i3-1115G4,8/1/2020,2,4,4,,4100,6144,67108864,100
947,Intel Core i3-1115G4,8/1/2020,2,4,4,,4100,6144,67108864,100
948,Intel Core i3-1110G4,8/1/2020,2,4,2,,3900,6144,33554432,100
949,Intel Core i3-1115G4E,8/1/2020,2,4,4,2200,3900,6144,67108864,100
950,Intel Core i3-1115GRE,8/1/2020,2,4,4,2200,3900,6144,67108864,100
951,Intel Xeon Platinum 8321HC,11/1/2020,26,52,,1400,3000,36608,1202590843,
952,Intel Pentium Gold 7505,11/1/2020,2,4,4,,3500,4096,67108864,100
953,Intel Core i5-10500H,11/1/2020,6,12,8,2500,4500,12288,134217728,100
954,Intel Core i3-10100F,11/1/2020,4,8,8,3600,4300,6144,134217728,100
955,Intel Celeron J6413,2/1/2021,4,4,,1800,,1536,33554432,70
956,Intel Celeron J6412,2/1/2021,4,4,,2000,,1536,33554432,70
957,Intel Celeron N6211,2/1/2021,2,2,,1200,,1536,33554432,70
958,Intel Celeron N5095,2/1/2021,4,4,,2000,,4096,16777216,105
959,Intel Celeron N4505,2/1/2021,2,2,,2000,,4096,16777216,105
960,Intel Celeron N4500,2/1/2021,2,2,,1100,,4096,16777216,105
961,Intel Celeron N5105,2/1/2021,4,4,,2000,,4096,16777216,105
962,Intel Celeron N5100,2/1/2021,4,4,,1100,,4096,16777216,105
963,Intel Celeron N4020C,2/1/2021,2,2,,1100,,4096,8388608,105
964,Intel Celeron N6210,2/1/2021,2,2,,1200,,1536,33554432,70
965,Intel Pentium Gold 6500Y,2/1/2021,2,4,4,1100,3400,4096,16777216,100
966,Intel Pentium Gold G6605,2/1/2021,2,4,8,4300,,4096,134217728,100
967,Intel Pentium Gold G6405T,2/1/2021,2,4,8,3500,,4096,134217728,100
968,Intel Pentium Gold G6405,2/1/2021,2,4,8,4100,,4096,134217728,100
969,Intel Pentium Gold G6505,2/1/2021,2,4,8,4200,,4096,134217728,100
970,Intel Core i5-10505,2/1/2021,6,12,8,3200,4600,12288,134217728,100
971,Intel Core i5-1145G7,2/1/2021,4,8,4,,4400,8192,67108864,100
972,Intel Pentium Silver N6000,2/1/2021,4,4,,1100,,4096,16777216,105
973,Intel Pentium Silver N6005,2/1/2021,4,4,,2000,,4096,16777216,105
974,Intel Pentium Gold G6505T,2/1/2021,2,4,8,3600,,4096,134217728,100
975,Intel Core i9-11900,2/1/2021,8,16,8,2500,5200,16384,134217728,100
976,Intel Core i9-11900F,2/1/2021,8,16,8,2500,5200,16384,134217728,100
977,Intel Core i9-11900T,2/1/2021,8,16,8,1500,4900,16384,134217728,100
978,Intel Core i9-11900KF,2/1/2021,8,16,8,3500,5300,16384,134217728,100
979,Intel Core i9-11900K,2/1/2021,8,16,8,3500,5300,16384,134217728,100
980,Intel Core i7-11370H,2/1/2021,4,8,,,4800,12288,67108864,100
981,Intel Core i7-11375H,2/1/2021,4,8,,,5000,12288,67108864,100
982,Intel Core i7-1180G7,2/1/2021,4,8,2,,4600,12288,33554432,100
983,Intel Core i7-11700F,2/1/2021,8,16,8,2500,4900,16384,134217728,100
984,Intel Core i7-11700,2/1/2021,8,16,8,2500,4900,16384,134217728,100
985,Intel Core i7-11700T,2/1/2021,8,16,8,1400,4600,16384,134217728,100
986,Intel Core i7-11700KF,2/1/2021,8,16,8,3600,5000,16384,134217728,100
987,Intel Core i7-11700K,2/1/2021,8,16,8,3600,5000,16384,134217728,100
988,Intel Core i5-1140G7,2/1/2021,4,8,2,,4200,8192,33554432,100
989,Intel Core i5-11300H,2/1/2021,4,8,,,4400,8192,67108864,100
990,Intel Core i5-11600T,2/1/2021,6,12,8,1700,4100,12288,134217728,100
991,Intel Core i5-11600KF,2/1/2021,6,12,8,3900,4900,12288,134217728,100
992,Intel Core i5-11600K,2/1/2021,6,12,8,3900,4900,12288,134217728,100
993,Intel Core i5-11600,2/1/2021,6,12,8,2800,4800,12288,134217728,100
994,Intel Core i5-11400T,2/1/2021,6,12,8,1300,3700,12288,134217728,100
995,Intel Core i5-11500T,2/1/2021,6,12,8,1500,3900,12288,134217728,100
996,Intel Core i5-11400F,2/1/2021,6,12,8,2600,4400,12288,134217728,100
997,Intel Core i5-11400,2/1/2021,6,12,8,2600,4400,12288,134217728,100
998,Intel Core i5-11500,2/1/2021,6,12,8,2700,4600,12288,134217728,100
999,Intel Core i3-10100Y,2/1/2021,2,4,4,1300,3900,4096,16777216,100
1000,Intel Core i3-10105F,2/1/2021,4,8,8,3700,4400,6144,134217728,100
1001,Intel Core i3-10305T,2/1/2021,4,8,8,3000,4000,8192,134217728,100
1002,Intel Core i3-10105,2/1/2021,4,8,8,3700,4400,6144,134217728,100
1003,Intel Core i3-10305,2/1/2021,4,8,8,3800,4500,8192,134217728,100
1004,Intel Core i3-10105T,2/1/2021,4,8,8,3000,3900,6144,134217728,100
1005,Intel Core i3-10325,2/1/2021,4,8,8,3900,4700,8192,134217728,100
1006,Intel Core i3-1125G4,2/1/2021,4,8,4,,3700,8192,67108864,100
1007,Intel Core i3-1125G4,2/1/2021,4,8,4,,3700,8192,67108864,100
1008,Intel Core i3-1120G4,2/1/2021,4,8,2,,3500,8192,33554432,100
1009,Intel Xeon Gold 6334,5/1/2021,8,16,,3600,3700,18432,6442450944,69
1010,Intel Xeon Gold 5320,5/1/2021,26,52,,2200,3400,39936,6442450944,79
1011,Intel Xeon Gold 5320T,5/1/2021,20,40,,2300,3500,30720,6442450944,86
1012,Intel Xeon Gold 6312U,5/1/2021,24,48,,2400,3600,36864,6442450944,80
1013,Intel Xeon Gold 5318N,5/1/2021,24,48,,2100,3400,36864,6442450944,83
1014,Intel Xeon Gold 6336Y,5/1/2021,24,48,,2400,3600,36864,6442450944,80
1015,Intel Xeon Gold 5318S,5/1/2021,24,48,,2100,3400,36864,6442450944,87
1016,Intel Xeon Gold 6338T,5/1/2021,24,48,,2100,3400,36864,6442450944,87
1017,Intel Xeon Gold 6342,5/1/2021,24,48,,2800,3500,36864,6442450944,81
1018,Intel Xeon Gold 6326,5/1/2021,16,32,,2900,3500,24576,6442450944,78
1019,Intel Xeon Gold 5317,5/1/2021,12,24,,3000,3600,18432,6442450944,84
1020,Intel Xeon Gold 5318Y,5/1/2021,24,48,,2100,3400,36864,6442450944,87
1021,Intel Xeon Gold 6338N,5/1/2021,32,64,,2200,3500,49152,6442450944,83
1022,Intel Xeon Gold 6314U,5/1/2021,32,64,,2300,3400,49152,6442450944,81
1023,Intel Xeon Gold 6354,5/1/2021,18,36,,3000,3600,39936,6442450944,77
1024,Intel Xeon Gold 6330,5/1/2021,28,56,,2000,3100,43008,6442450944,86
1025,Intel Xeon Gold 6346,5/1/2021,16,32,,3100,3600,36864,6442450944,78
1026,Intel Xeon Gold 6348,5/1/2021,28,56,,2600,3500,43008,6442450944,80
1027,Intel Xeon Gold 6330N,5/1/2021,28,56,,2200,3400,43008,6442450944,86
1028,Intel Xeon Gold 6338,5/1/2021,32,64,,2000,3200,49152,6442450944,81
1029,Intel Xeon Platinum 8358,5/1/2021,32,64,,2600,3400,49152,6442450944,81
1030,Intel Xeon Platinum 8352Y,5/1/2021,32,64,,2200,3400,49152,6442450944,81
1031,Intel Xeon Platinum 8351N,5/1/2021,36,72,,2400,3500,55296,6442450944,76
1032,Intel Xeon Platinum 8368Q,5/1/2021,38,76,,2600,3700,58368,6442450944,58
1033,Intel Xeon Platinum 8352S,5/1/2021,32,64,,2200,3400,49152,6442450944,81
1034,Intel Xeon Platinum 8358P,5/1/2021,32,64,,2600,3400,49152,6442450944,80
1035,Intel Xeon Platinum 8352V,5/1/2021,36,72,,2100,3500,55296,6442450944,78
1036,Intel Xeon Platinum 8368,5/1/2021,38,76,,2400,3400,58368,6442450944,84
1037,Intel Xeon Platinum 8360Y,5/1/2021,36,72,,2400,3500,55296,6442450944,80
1038,Intel Xeon Platinum 8352M,5/1/2021,32,64,,2300,3500,49152,6442450944,77
1039,Intel Xeon Gold 5315Y,5/1/2021,8,16,,3200,3600,12288,6442450944,81
1040,Intel Xeon Platinum 8362,5/1/2021,32,64,,2800,3600,49152,6442450944,82
1041,Intel Core i9-11950H,5/1/2021,8,16,8,,5000,24576,134217728,100
1042,Intel Core i9-11980HK,5/1/2021,8,16,8,,5000,24576,134217728,100
1043,Intel Core i9-11900H,5/1/2021,8,16,8,,4900,24576,134217728,100
1044,Intel Core i7-11850H,5/1/2021,8,16,8,,4800,24576,134217728,100
1045,Intel Core i7-11800H,5/1/2021,8,16,8,,4600,24576,134217728,100
1046,Intel Core i7-11700B,5/1/2021,8,16,8,3200,4800,24576,134217728,100
1047,Intel Core i7-1195G7,5/1/2021,4,8,4,,5000,12288,67108864,100
1048,Intel Core i7-1195G7,5/1/2021,4,8,4,,5000,12288,67108864,100
1049,Intel Core i7-11390H,5/1/2021,4,8,4,,5000,12288,67108864,100
1050,Intel Core i5-11500H,5/1/2021,6,12,8,,4600,12288,134217728,100
1051,Intel Core i5-11400H,5/1/2021,6,12,8,,4500,12288,134217728,100
1052,Intel Core i5-11260H,5/1/2021,6,12,8,,4400,12288,134217728,100
1053,Intel Core i5-11500B,5/1/2021,6,12,8,3300,4600,12288,134217728,100
1054,Intel Core i5-1155G7,5/1/2021,4,8,4,,4500,8192,67108864,100
1055,Intel Core i5-1155G7,5/1/2021,4,8,4,,4500,8192,67108864,100
1056,Intel Core i5-11320H,5/1/2021,4,8,4,,4500,8192,67108864,100
1057,Intel Core i9-11900KB,5/1/2021,8,16,8,3300,4900,24576,134217728,100
1058,Intel Core i3-11100B,5/1/2021,4,8,8,3600,4400,12288,134217728,100
1059,Intel Xeon Silver 4310T,5/1/2021,10,20,,2300,3400,15360,6442450944,88
1060,Intel Xeon Silver 4314,5/1/2021,16,32,,2400,3400,24576,6442450944,86
1061,Intel Xeon Silver 4316,5/1/2021,20,40,,2300,3400,30720,6442450944,84
1062,Intel Xeon Silver 4309Y,5/1/2021,8,16,,2800,3600,12288,6442450944,76
1063,Intel Xeon Silver 4310,5/1/2021,12,24,,2100,3300,18432,6442450944,82
1064,Intel Xeon W-1350P,5/1/2021,6,12,8,4000,5100,12288,134217728,100
1065,Intel Xeon W-1390T,5/1/2021,8,16,8,1500,4900,16384,134217728,100
1066,Intel Xeon W-1390P,5/1/2021,8,16,8,3500,5300,16384,134217728,100
1067,Intel Xeon W-1370P,5/1/2021,8,16,8,3600,5200,16384,134217728,100
1068,Intel Xeon W-1370,5/1/2021,8,16,8,2900,5100,16384,134217728,100
1069,Intel Xeon W-1350,5/1/2021,6,12,8,3300,5000,12288,134217728,100
1070,Intel Xeon W-1390,5/1/2021,8,16,8,2800,5200,16384,134217728,100
1071,Intel Xeon W-11955M,5/1/2021,8,16,8,,5000,24576,134217728,100
1072,Intel Xeon W-11855M,5/1/2021,6,12,8,,4900,18432,134217728,100
1073,Intel Celeron N5095A,8/1/2021,4,4,,2000,,4096,16777216,105
1074,Intel Core i7-11600H,8/1/2021,6,12,8,,4600,18432,134217728,100
1075,Intel Core i7-11850HE,8/1/2021,8,16,,,4700,24576,134217728,100
1076,Intel Core i5-11500HE,8/1/2021,6,12,,,4500,12288,134217728,100
1077,Intel Core i3-11100HE,8/1/2021,4,8,,,4400,8192,134217728,100
1078,Intel Xeon E-2386G,8/1/2021,6,12,8,3500,5100,12288,134217728,100
1079,Intel Xeon W-11155MRE,8/1/2021,4,8,,,4400,8192,134217728,100
1080,Intel Xeon W-3323,8/1/2021,12,24,8,3500,3900,21504,4294967296,68
1081,Intel Xeon W-3345,8/1/2021,24,48,8,3000,4000,36864,4294967296,73
1082,Intel Xeon W-3335,8/1/2021,16,32,8,3400,4000,24576,4294967296,68
1083,Intel Xeon W-3365,8/1/2021,32,64,8,2700,4000,49152,4294967296,77
1084,Intel Xeon W-3375,8/1/2021,38,76,8,2500,4000,58368,4294967296,80
1085,Intel Xeon W-11865MRE,8/1/2021,8,16,,,4700,24576,134217728,100
1086,Intel Xeon W-11865MLE,8/1/2021,8,16,,1500,4500,24576,134217728,100
1087,Intel Xeon W-11155MLE,8/1/2021,4,8,,1800,3100,8192,134217728,100
1088,Intel Xeon W-11555MRE,8/1/2021,6,12,,,4500,12288,134217728,100
1089,Intel Xeon W-11555MLE,8/1/2021,6,12,,1900,4400,12288,134217728,100
1090,Intel Xeon E-2336,8/1/2021,6,12,8,2900,4800,12288,134217728,100
1091,Intel Xeon E-2324G,8/1/2021,4,4,8,3100,4600,8192,134217728,100
1092,Intel Xeon E-2356G,8/1/2021,6,12,8,3200,5000,12288,134217728,100
1093,Intel Xeon E-2334,8/1/2021,4,8,8,3400,4800,8192,134217728,100
1094,Intel Xeon E-2314,8/1/2021,4,4,8,2800,4500,8192,134217728,100
1095,Intel Xeon E-2374G,8/1/2021,4,8,8,3700,5000,8192,134217728,100
1096,Intel Xeon E-2378,8/1/2021,8,16,8,2600,4800,16384,134217728,100
1097,Intel Xeon E-2378G,8/1/2021,8,16,8,2800,5100,16384,134217728,100
1098,Intel Xeon E-2388G,8/1/2021,8,16,8,3200,5100,16384,134217728,100
